Genome.ID	Gene.ID	Locus.Tag	Gene.Product.Name	Genome.Name	Batch1	GenBank.Accession	Is.Pseudogene	Is.Obsolete	Is.Partial.Gene	Enzyme	KO	Oxygen.Requirement	gene_name	pathway_name	Phylum	Class	Order	Family	Genus	Species	NCBI.Taxon.ID
637000060	637754035	CHY_1293	3-hydroxybutyryl-CoA dehydratase	Carboxydothermus hydrogenoformans Z-2901	2	YP_360127	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	Carboxydothermus hydrogenoformans	246194
637000060	637754343	CHY_1602	butyryl-CoA dehydrogenase	Carboxydothermus hydrogenoformans Z-2901	3	YP_360430	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	Carboxydothermus hydrogenoformans	246194
637000076	637178547	CAC2873	acetyl-CoA acetyltransferase (EC 2.3.1.9)	Clostridium acetobutylicum ATCC 824	4	NP_349476	No	No	NA	EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Anaerobe	Thl	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	272562
637000076	637178383	CAC2711	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium acetobutylicum ATCC 824	2	NP_349317	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	272562
637000076	637178383	CAC2711	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium acetobutylicum ATCC 824	3	NP_349317	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	272562
637000076	637178384	CAC2712	enoyl-CoA hydratase	Clostridium acetobutylicum ATCC 824	2	NP_349318	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	272562
637000076	637178382	CAC2710	electron transfer flavoprotein beta subunit	Clostridium acetobutylicum ATCC 824	5	NP_349316	No	No	NA		KO:K03521===fixA, etfB===electron transfer flavoprotein beta subunit	Anaerobe	EtfB	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	272562
637000076	637178380	CAC2708	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Clostridium acetobutylicum ATCC 824	1	NP_349314	No	No	NA	EC:1.1.1.157===3-hydroxybutyryl-CoA dehydrogenase.	KO:K00074===paaH, hbd, fadB, mmgB===3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	Anaerobe	Hbd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	272562
637000076	637178747	CAC3076	phosphate butyryltransferase (EC 2.3.1.19)	Clostridium acetobutylicum ATCC 824	7	NP_349676	No	No	NA	EC:2.3.1.19===Phosphate butyryltransferase.	KO:K00634===ptb===phosphate butyryltransferase [EC:2.3.1.19]	Anaerobe	Ptb	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	272562
637000076	637038738	CA_P0078	acetyl-CoA acetyltransferase (EC 2.3.1.9)	Clostridium acetobutylicum ATCC 824	4	NP_149242	No	No	NA	EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Anaerobe	Thl	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	272562
637000076	637178746	CAC3075	butyrate kinase (EC 2.7.2.7)	Clostridium acetobutylicum ATCC 824	9	NP_349675	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	272562
637000076	637178381	CAC2709	electron transfer flavoprotein alpha subunit apoprotein	Clostridium acetobutylicum ATCC 824	4	NP_349315	No	No	NA		KO:K03522===fixB, etfA===electron transfer flavoprotein alpha subunit	Anaerobe	EtfA	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	272562
637000077	638083523	CPF_2657	phosphate butyryltransferase (EC 2.3.1.19)	Clostridium perfringens ATCC 13124	7	YP_697037	No	No	NA	EC:2.3.1.19===Phosphate butyryltransferase.	KO:K00634===ptb===phosphate butyryltransferase [EC:2.3.1.19]	Obligate anaerobe	Ptb	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195103
637000077	638083448	CPF_2581	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Clostridium perfringens ATCC 13124	1	YP_696971	No	No	NA	EC:1.1.1.157===3-hydroxybutyryl-CoA dehydrogenase.	KO:K00074===paaH, hbd, fadB, mmgB===3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	Obligate anaerobe	Hbd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195103
637000077	638083325	CPF_2460	acetyl-CoA acetyltransferase (EC 2.3.1.9)	Clostridium perfringens ATCC 13124	4	YP_696874	No	No	NA	EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Obligate anaerobe	Thl	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195103
637000077	638083522	CPF_2656	butyrate kinase (EC 2.7.2.7)	Clostridium perfringens ATCC 13124	9	YP_697036	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Obligate anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195103
637000077	638083452	CPF_2585	3-hydroxybutyryl-CoA dehydratase	Clostridium perfringens ATCC 13124	2	YP_696975	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Obligate anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195103
637000077	638083450	CPF_2583	electron transfer flavoprotein beta subunit	Clostridium perfringens ATCC 13124	5	YP_696973	No	No	NA		KO:K03521===fixA, etfB===electron transfer flavoprotein beta subunit	Obligate anaerobe	EtfB	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195103
637000077	638083451	CPF_2584	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium perfringens ATCC 13124	3	YP_696974	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Obligate anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195103
637000077	638083449	CPF_2582	electron transfer flavoprotein alpha subunit apoprotein	Clostridium perfringens ATCC 13124	4	YP_696972	No	No	NA		KO:K03522===fixB, etfA===electron transfer flavoprotein alpha subunit	Obligate anaerobe	EtfA	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195103
637000079	637253701	CPE2301	enoyl-CoA hydratase	Clostridium perfringens 13	2	NP_563217	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195102
637000079	637253566	CPE2195	acetyl-CoA acetyltransferase (EC 2.3.1.9)	Clostridium perfringens 13	4	NP_563111	No	No	NA	EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Anaerobe	Thl	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195102
637000079	637253757	CPE2348	phosphate butyryltransferase (EC 2.3.1.19)	Clostridium perfringens 13	7	NP_563264	No	No	NA	EC:2.3.1.19===Phosphate butyryltransferase.	KO:K00634===ptb===phosphate butyryltransferase [EC:2.3.1.19]	Anaerobe	Ptb	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195102
637000079	637253756	CPE2347	butyrate kinase (EC 2.7.2.7)	Clostridium perfringens 13	9	NP_563263	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195102
637000079	637253697	CPE2297	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Clostridium perfringens 13	1	NP_563213	No	No	NA	EC:1.1.1.157===3-hydroxybutyryl-CoA dehydrogenase.	KO:K00074===paaH, hbd, fadB, mmgB===3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	Anaerobe	Hbd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195102
637000079	637253698	CPE2298	electron transfer flavoprotein alpha subunit apoprotein	Clostridium perfringens 13	4	NP_563214	No	No	NA		KO:K03522===fixB, etfA===electron transfer flavoprotein alpha subunit	Anaerobe	EtfA	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195102
637000079	637253700	CPE2300	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium perfringens 13	2	NP_563216	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195102
637000079	637253700	CPE2300	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium perfringens 13	3	NP_563216	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195102
637000079	637253699	CPE2299	electron transfer flavoprotein beta subunit	Clostridium perfringens 13	5	NP_563215	No	No	NA		KO:K03521===fixA, etfB===electron transfer flavoprotein beta subunit	Anaerobe	EtfB	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	195102
637000080	637387155	CTC02423	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Clostridium tetani Massachusetts E88	1	NP_782952	No	No	NA	EC:1.1.1.157===3-hydroxybutyryl-CoA dehydrogenase.	KO:K00074===paaH, hbd, fadB, mmgB===3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	Anaerobe	Hbd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	212717
637000080	637385353	CTC00482	4-hydroxybutyrate CoA-transferase (EC 2.8.3.-)	Clostridium tetani Massachusetts E88	11	NP_781174	No	No	NA	EC:2.8.3.-===Transferases. Transferring sulfur-containing groups. CoA-transferases.	KO:K18122===cat2, abfT===4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]	Anaerobe	4Hbt	4aminobutyrate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	212717
637000080	637387272	CTC02545	butyrate kinase (EC 2.7.2.7)	Clostridium tetani Massachusetts E88	9	NP_783068	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	212717
637000080	637387158	CTC02426	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium tetani Massachusetts E88	3	NP_782955	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	212717
